customer_id,age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
CUST200292,27,Female,Single,Post Graduate,79660.94,Private,5.0,Government,Family,0.0,5,2,7101.11,0.0,5676.76,18395.71,4121.73,No,0.0,590,708316.43,210913.71,Vehicle EMI,558849.89,43,High_Risk,24519.8
CUST198598,47,Female,Married,Graduate,25313.86,Self-employed,2.5,Not Applicable,Own,0.0,5,4,9492.68,0.0,2388.05,9736.15,944.63,No,0.0,534,130665.35,18724.29,Personal Loan EMI,106317.81,31,Not_Eligible,1218.34
CUST409095,28,Male,Single,Professional,64798.55,Self-employed,2.6,Not Applicable,Own,0.0,6,3,5380.29,0.0,5433.05,12286.11,4917.34,No,0.0,593,229208.6,80758.22,Home Appliances EMI,81598.14,16,High_Risk,19579.09
CUST218916,30,Female,Married,Graduate,17397.94,Self-employed,2.0,Not Applicable,Rented,5170.8,7,6,7174.21,0.0,1927.8,20522.9,638.28,No,0.0,447,11553.9,3305.24,Personal Loan EMI,383675.97,22,Not_Eligible,500.0
CUST148304,25,Male,Single,Graduate,44971.61,Private,2.6,Government,Family,0.0,5,2,7022.76,0.0,4676.45,13523.45,1829.92,No,0.0,544,77189.51,41726.31,Vehicle EMI,427515.31,45,High_Risk,10242.41
CUST301561,46,Female,Single,Graduate,57068.2,Private,4.6,SME,Own,0.0,3,0,0.0,0.0,5185.59,9530.26,1733.41,No,0.0,688,287752.42,113899.55,Personal Loan EMI,408062.82,40,Eligible,28584.67
CUST449330,42,Male,Single,Professional,69098.74,Private,8.3,MNC,Own,0.0,5,3,12521.13,21757.77,6211.82,17042.56,1774.67,Yes,18694.24,627,399292.27,106270.83,Education EMI,175358.81,32,Eligible,500.0
CUST441696,34,Female,Married,Post Graduate,41433.64,Government,12.0,Government,Rented,6653.22,5,3,9178.52,0.0,2858.05,16879.39,1303.27,No,0.0,638,194809.85,66000.95,Home Appliances EMI,60485.46,10,Not_Eligible,2958.72
CUST317486,43,Male,Married,Post Graduate,64708.93,Private,9.8,Startup,Rented,13993.22,4,2,7197.7,14858.33,6736.3,8766.86,3554.14,No,0.0,596,215627.66,90596.94,E-commerce Shopping EMI,40499.38,10,High_Risk,5396.93
CUST353986,33,Female,Single,Professional,46038.84,Private,6.9,Large Corporate,Family,0.0,4,1,3730.22,0.0,1642.11,14310.55,4505.26,No,0.0,639,524889.75,123079.67,Personal Loan EMI,173839.29,33,Eligible,12660.38
CUST236203,30,Male,Single,Graduate,23021.01,Private,5.3,Large Corporate,Own,0.0,6,4,10190.47,0.0,1435.34,15418.93,2267.27,No,0.0,469,127753.07,20217.95,Vehicle EMI,445365.0,32,Not_Eligible,500.0
CUST494791,30,Female,Single,Graduate,25381.19,Government,1.3,Government,Rented,7279.81,3,1,4037.24,0.0,1494.39,9798.54,584.73,No,0.0,537,56271.23,20271.9,Education EMI,148489.9,24,Not_Eligible,1397.04
CUST170645,31,Male,Single,Graduate,74511.0,Government,9.0,Government,Own,0.0,5,2,6013.43,0.0,3271.7,17178.18,3544.06,No,0.0,573,1156958.3,608418.74,Education EMI,147389.89,27,High_Risk,28242.21
CUST424480,34,Male,Single,Post Graduate,132571.85,Private,11.3,SME,Own,0.0,8,6,14634.74,0.0,15000.0,22993.92,11958.08,Yes,33949.94,586,1811136.0,472304.78,Home Appliances EMI,223038.22,17,High_Risk,19528.83
CUST237700,48,Male,Married,Graduate,91543.14,Private,9.8,SME,Family,0.0,5,4,13357.02,0.0,3067.96,19165.71,5470.52,Yes,19592.94,619,836869.56,225303.07,Home Appliances EMI,134821.19,21,Eligible,16309.07
CUST464447,34,Male,Single,Graduate,30787.56,Private,6.7,Startup,Own,0.0,4,1,3432.02,0.0,1818.23,11791.75,1823.04,Yes,5399.1,525,146786.95,55886.79,Education EMI,214417.9,34,Not_Eligible,3626.62
CUST185914,25,Male,Single,Post Graduate,47154.65,Self-employed,3.0,Not Applicable,Rented,8679.1,5,3,12581.87,0.0,3468.75,15075.28,1879.97,No,0.0,562,150563.77,75190.25,E-commerce Shopping EMI,65792.52,12,Not_Eligible,2881.23
CUST132314,53,Male,Married,Graduate,39566.44,Private,6.0,SME,Own,0.0,9,6,0.0,0.0,2217.84,26234.16,2173.13,No,0.0,517,280551.42,153153.47,Education EMI,218545.27,32,Not_Eligible,4730.63
CUST142855,34,Male,Single,Graduate,35601.64,Private,4.4,Startup,Rented,5517.88,2,0,0.0,0.0,2459.38,4975.93,919.9,No,0.0,540,238628.15,28325.86,Vehicle EMI,420196.05,32,High_Risk,12508.33
CUST493317,40,Male,Single,Post Graduate,126437.82,Private,16.8,Large Corporate,Own,0.0,6,4,12484.47,0.0,7790.18,18388.07,6630.96,No,0.0,766,2000000.0,374971.47,Vehicle EMI,589389.55,48,Eligible,46040.15
CUST252542,33,Male,Married,Graduate,57572.89,Government,6.4,Government,Family,0.0,7,5,16662.93,0.0,3965.02,23077.94,3066.36,Yes,5475.51,610,294957.67,163074.34,Personal Loan EMI,269602.22,28,Not_Eligible,3300.97
CUST493247,48,Female,Married,Post Graduate,98482.36,Government,1.9,Government,Family,0.0,7,6,5472.63,10943.21,11189.23,21109.36,5928.94,No,0.0,676,140752.17,17983.55,E-commerce Shopping EMI,65522.82,12,Not_Eligible,28061.95
CUST148182,47,Female,Single,Graduate,47352.77,Self-employed,2.5,Not Applicable,Rented,16005.41,4,1,4556.83,0.0,3000.63,11350.04,1355.3,No,0.0,553,156701.31,47481.44,Vehicle EMI,361666.25,35,Not_Eligible,6504.56
CUST494925,46,Male,Married,High School,22280.4,Private,23.2,Large Corporate,Own,0.0,4,3,13626.84,0.0,2296.62,12898.72,688.07,No,0.0,593,811709.75,377747.75,Home Appliances EMI,74158.25,13,Not_Eligible,500.0
CUST208863,41,Male,Single,High School,16535.76,Private,9.0,SME,Own,0.0,4,1,2439.36,0.0,1487.91,11217.6,1178.31,No,0.0,513,113587.26,50572.53,E-commerce Shopping EMI,28229.6,12,Not_Eligible,500.0
CUST498360,26,Male,Single,High School,45470.74,Self-employed,4.0,Not Applicable,Rented,12776.8,5,3,8450.55,0.0,4357.21,15257.15,2445.89,Yes,6702.52,500,40915.84,11716.78,Home Appliances EMI,81572.36,17,Not_Eligible,500.0
CUST443704,34,Female,Married,Graduate,56348.19,Private,3.8,MNC,Rented,9810.0,3,2,8553.27,0.0,5906.82,6716.04,1512.38,No,0.0,588,268232.82,43415.73,E-commerce Shopping EMI,85927.94,9,High_Risk,14858.72
CUST441051,42,Male,Married,Professional,126143.45,Private,16.6,Startup,Own,0.0,7,6,9050.58,0.0,13387.61,17899.58,9056.15,Yes,29951.34,652,2000000.0,1000000.0,Home Appliances EMI,145498.1,23,Eligible,26784.35
CUST133278,37,Female,Single,High School,29518.79,Private,1.9,Government,Rented,7986.16,4,1,3331.25,0.0,1468.46,14078.19,663.64,No,0.0,547,24309.49,2811.82,Personal Loan EMI,296188.21,39,Not_Eligible,1078.57
CUST300518,32,Female,Single,Graduate,57629.0,Private,4.5,Large Corporate,Family,0.0,6,4,15303.73,0.0,2064.33,12755.84,2927.11,No,0.0,593,156467.33,69652.45,Vehicle EMI,498547.87,25,Not_Eligible,14694.68
CUST387984,59,Male,Single,High School,47374.15,Private,4.6,MNC,Own,0.0,3,1,0.0,0.0,3356.09,10410.23,4332.94,No,0.0,538,143208.73,45277.66,Home Appliances EMI,92783.85,15,High_Risk,16660.94
CUST444445,37,Male,Single,Graduate,55621.75,Private,4.6,SME,Own,0.0,7,4,11461.79,0.0,5929.02,20669.48,1528.06,No,0.0,692,439445.39,160154.44,Vehicle EMI,635618.37,59,Not_Eligible,8960.31
CUST279896,48,Male,Single,Graduate,68348.0,Private,5.4,Government,Own,0.0,3,0,0.0,0.0,5169.1,9969.96,5511.36,Yes,15015.68,551,325240.28,72984.37,Home Appliances EMI,80400.18,20,High_Risk,19299.44
CUST470354,32,Male,Single,Post Graduate,38012.09,Government,3.3,Government,Family,0.0,4,2,8164.01,0.0,4343.55,11145.81,2351.09,Yes,6970.92,446,212999.18,21531.1,E-commerce Shopping EMI,50270.0,6,Not_Eligible,3012.02
CUST277155,29,Male,Married,High School,32558.62,Private,3.6,SME,Rented,10774.58,7,6,16064.89,0.0,3577.28,21030.6,2113.82,No,0.0,523,43766.81,6501.83,Education EMI,89395.06,12,Not_Eligible,500.0
CUST294079,30,Female,Single,Graduate,19018.21,Private,3.5,Startup,Rented,6043.24,1,0,0.0,0.0,898.6,2404.58,1731.91,No,0.0,559,101767.09,56256.42,Personal Loan EMI,113726.69,31,High_Risk,4370.01
CUST281156,25,Male,Single,Graduate,15037.44,Government,3.0,Government,Rented,3314.4,6,4,10236.86,0.0,780.22,17667.12,744.58,No,0.0,593,21357.09,7376.02,Home Appliances EMI,31207.78,11,Not_Eligible,500.0
CUST494039,49,Female,Married,Graduate,41274.34,Self-employed,11.0,Not Applicable,Family,0.0,6,5,15026.12,0.0,1938.3,13418.01,4082.49,Yes,4773.62,413,542481.57,133940.84,Home Appliances EMI,79681.44,22,Not_Eligible,851.83
CUST367695,45,Male,Single,High School,24379.59,Private,1.9,MNC,Own,0.0,3,0,0.0,0.0,1458.62,7066.09,824.14,Yes,3561.69,476,20256.24,11599.41,E-commerce Shopping EMI,31426.83,9,Not_Eligible,6918.32
CUST463985,28,Male,Single,Post Graduate,48700.92,Private,4.0,Startup,Rented,16809.8,8,5,4612.02,0.0,5710.21,24419.45,1373.59,No,0.0,661,189828.38,110970.52,Personal Loan EMI,247397.09,31,Not_Eligible,500.0
CUST132326,43,Male,Single,Graduate,23669.09,Self-employed,5.0,Not Applicable,Family,0.0,2,0,0.0,0.0,1213.52,6093.71,1312.45,No,0.0,472,236344.0,85843.63,Vehicle EMI,546883.34,29,Not_Eligible,8480.75
CUST237701,44,Female,Single,High School,38851.16,Private,9.4,Large Corporate,Rented,6345.13,2,0,0.0,0.0,1658.67,4607.88,2717.58,Yes,4918.86,420,243136.12,95441.11,Personal Loan EMI,220078.74,40,Not_Eligible,9938.72
CUST204218,30,Female,Single,Post Graduate,38973.69,Private,8.0,Government,Rented,12591.82,5,2,3437.63,0.0,2028.78,16590.04,2320.85,No,0.0,651,194668.29,63204.32,E-commerce Shopping EMI,34732.3,10,Not_Eligible,1171.19
CUST437668,49,Male,Single,Professional,111794.09,Government,9.5,Government,Own,0.0,7,4,5808.73,0.0,4478.28,21863.27,6910.83,No,0.0,651,1173383.76,551395.51,Education EMI,244851.96,35,Eligible,46061.26
CUST409685,37,Male,Married,Graduate,19571.71,Private,4.9,Startup,Rented,6353.9,2,0,0.0,0.0,1289.64,5514.61,759.67,No,0.0,552,41540.95,24229.16,Vehicle EMI,381060.38,40,Not_Eligible,3314.11
CUST144980,34,Female,Single,Graduate,89830.57,Private,3.1,Large Corporate,Family,0.0,9,6,15263.19,0.0,10317.04,27595.16,2990.68,No,0.0,575,168802.65,17388.81,E-commerce Shopping EMI,84815.3,16,High_Risk,18593.45
CUST385261,39,Male,Married,Post Graduate,108908.92,Private,0.7,Startup,Family,0.0,4,2,5206.46,0.0,7121.05,14725.16,9736.78,Yes,20610.38,633,81715.78,41869.85,Vehicle EMI,536018.11,26,Eligible,27629.82
CUST462249,27,Male,Married,Graduate,68410.44,Self-employed,4.1,Not Applicable,Rented,11292.55,4,3,12522.48,0.0,6797.54,9524.87,5081.17,No,0.0,627,139382.32,22497.79,Vehicle EMI,389309.68,21,Not_Eligible,11351.07
CUST255217,35,Male,Single,Professional,73187.32,Private,2.1,Startup,Family,0.0,1,0,0.0,0.0,4966.98,4302.73,5963.31,Yes,16408.22,523,232829.44,97415.58,Home Appliances EMI,117845.8,19,High_Risk,24221.77
CUST343409,56,Male,Married,Graduate,71067.96,Self-employed,17.4,Not Applicable,Own,0.0,9,6,0.0,16244.64,7717.69,20899.69,6122.24,Yes,8221.45,590,666269.45,112413.96,E-commerce Shopping EMI,60425.03,7,Not_Eligible,5979.38
CUST158034,32,Female,Single,Post Graduate,63693.64,Government,6.7,Government,Family,0.0,2,0,0.0,0.0,5266.47,6153.85,4998.72,No,0.0,730,450024.97,184588.12,Home Appliances EMI,72110.12,10,Eligible,31867.49
CUST227516,41,Male,Married,Post Graduate,90397.41,Private,7.5,Government,Family,0.0,3,1,2973.12,0.0,3921.34,11590.22,8497.82,Yes,22565.41,609,309009.54,178268.44,Home Appliances EMI,105935.98,16,Eligible,25240.37
CUST291669,39,Female,Single,Graduate,36452.78,Private,3.7,Startup,Family,0.0,6,4,11642.75,0.0,2460.04,20358.01,1412.51,No,0.0,550,121745.63,19978.46,Vehicle EMI,293465.12,25,Not_Eligible,500.0
CUST170976,26,Male,Single,Graduate,52094.95,Self-employed,3.9,Not Applicable,Rented,8941.13,5,2,8720.23,0.0,2418.16,13504.07,3454.12,No,0.0,521,163676.72,42165.34,Education EMI,124305.86,14,High_Risk,7806.24
CUST218224,39,Male,Single,Graduate,57043.67,Private,5.2,Large Corporate,Rented,11907.36,6,4,12468.45,0.0,4170.23,12293.54,4266.8,No,0.0,492,98593.26,55406.82,Personal Loan EMI,304061.94,41,Not_Eligible,6075.63
CUST498392,54,Male,Single,Graduate,49486.11,Government,4.4,Government,Family,0.0,7,5,0.0,0.0,5130.65,19910.29,1895.34,No,0.0,688,241832.22,123368.31,Vehicle EMI,461336.42,56,Eligible,15438.72
CUST174811,25,Female,Single,High School,42799.83,Private,3.0,MNC,Own,0.0,3,0,0.0,0.0,2606.35,9340.24,2738.1,No,0.0,510,222105.09,123831.94,Home Appliances EMI,59138.75,11,High_Risk,17281.48
CUST161301,42,Female,Single,Graduate,64171.03,Private,20.0,Government,Own,0.0,7,5,16043.69,0.0,4497.84,16985.85,3716.61,Yes,5230.51,597,1588796.32,188667.64,Personal Loan EMI,206748.2,21,High_Risk,9746.88
CUST314835,32,Male,Single,High School,26151.3,Private,10.0,MNC,Family,0.0,9,6,10315.69,0.0,2834.65,19711.16,527.47,Yes,2886.44,504,158265.13,45586.96,Home Appliances EMI,71846.8,23,Not_Eligible,500.0
CUST106706,32,Male,Single,Post Graduate,79101.82,Private,3.0,Government,Own,0.0,7,5,6315.33,0.0,7753.73,21050.08,2964.49,No,0.0,582,216605.92,110952.55,Education EMI,182891.47,15,High_Risk,21508.57
CUST391849,25,Male,Single,Graduate,73055.5,Private,2.4,Government,Rented,22511.93,2,0,0.0,0.0,7013.71,5368.23,7054.29,No,0.0,572,127547.61,67581.94,Education EMI,140525.83,12,High_Risk,19061.18
CUST322029,60,Male,Married,Post Graduate,31310.96,Government,2.3,Government,Own,0.0,4,2,0.0,21875.82,2132.02,8473.56,2955.44,Yes,5415.97,567,45405.95,11661.7,Home Appliances EMI,43551.48,21,Not_Eligible,500.0
CUST281469,43,Female,Married,Post Graduate,36229.62,Self-employed,1.3,Not Applicable,Rented,6188.91,3,1,4760.76,0.0,1626.36,10236.35,2865.59,No,0.0,502,40190.38,9411.51,E-commerce Shopping EMI,52420.31,15,High_Risk,5219.99
CUST283371,41,Male,Married,Professional,69585.35,Self-employed,3.0,Not Applicable,Own,0.0,3,1,3542.83,0.0,2442.24,9199.97,1753.1,No,0.0,498,253135.35,31723.29,Vehicle EMI,512500.91,50,Not_Eligible,25086.66
CUST161027,41,Female,Single,Graduate,61496.27,Self-employed,2.8,Not Applicable,Family,0.0,7,5,8066.54,0.0,4915.55,22528.89,2025.28,No,0.0,576,251000.11,133082.16,Education EMI,128863.36,12,High_Risk,11013.59
CUST474707,34,Female,Married,Graduate,48742.88,Private,5.5,Large Corporate,Own,0.0,2,0,0.0,0.0,1948.11,4952.96,1186.49,Yes,3174.59,504,488001.38,218869.1,Vehicle EMI,492477.84,45,High_Risk,23117.83
CUST191707,38,Female,Married,Post Graduate,41030.69,Self-employed,4.1,Not Applicable,Rented,9379.28,3,1,3100.3,0.0,3593.35,6323.75,1495.27,No,0.0,576,85941.69,37513.66,Personal Loan EMI,441513.24,33,Not_Eligible,9022.36
CUST450401,41,Male,Married,Post Graduate,84688.73,Self-employed,13.9,Not Applicable,Family,0.0,2,0,0.0,0.0,5132.4,6791.11,5938.56,No,0.0,515,996592.66,294620.49,Home Appliances EMI,175042.02,19,Eligible,34148.46
CUST361234,38,Male,Single,Post Graduate,66812.72,Government,3.6,Government,Family,0.0,5,2,5721.49,0.0,6148.61,15724.75,6623.87,No,0.0,598,361740.21,199721.76,Home Appliances EMI,76279.77,12,High_Risk,20811.57
CUST229110,43,Male,Single,Post Graduate,52830.82,Private,9.6,Government,Own,0.0,4,1,1651.62,0.0,5525.62,14018.87,4156.36,No,0.0,586,655845.37,363859.43,Education EMI,154178.09,13,High_Risk,17819.81
CUST453199,36,Female,Married,High School,19925.05,Private,1.6,SME,Rented,4535.0,6,4,6570.5,0.0,1130.23,15434.26,1397.63,No,0.0,593,37175.13,17951.55,Vehicle EMI,317175.48,43,Not_Eligible,500.0
CUST445587,25,Male,Single,Professional,83912.29,Government,,Government,Rented,25867.69,4,1,1848.94,0.0,2535.93,14800.47,4268.22,No,0.0,671,100176.68,46477.84,Home Appliances EMI,131333.63,26,Eligible,22269.45
CUST293831,41,Male,Married,Graduate,37432.54,Private,5.2,Government,Rented,11157.93,5,3,13618.59,0.0,1486.85,17303.39,1071.56,Yes,10152.5,510,46020.19,13888.0,Home Appliances EMI,65745.6,15,Not_Eligible,500.0
CUST219541,43,Female,Married,Graduate,39258.43,Private,6.4,MNC,Rented,10563.71,2,0,0.0,0.0,3527.01,7435.94,1356.28,Yes,4627.36,458,209816.79,82616.51,Education EMI,134519.67,23,Not_Eligible,6273.22
CUST403530,30,Male,Married,Graduate,44539.86,Private,1.5,SME,Own,0.0,4,2,10993.29,0.0,5092.92,11388.56,2199.49,No,0.0,504,123402.54,14915.81,E-commerce Shopping EMI,39549.24,12,High_Risk,9268.6
CUST441023,40,Female,Married,High School,134637.76,Government,4.3,Government,Family,0.0,7,5,7600.83,0.0,4467.95,15701.4,3596.68,No,0.0,644,253053.8,100689.89,Home Appliances EMI,173052.4,17,Eligible,50000.0
CUST418833,33,Male,Single,High School,35427.04,Private,1.5,SME,Own,0.0,4,1,3613.51,0.0,3033.76,8679.86,2330.7,No,0.0,630,67528.01,10170.03,Personal Loan EMI,343737.74,22,Not_Eligible,10225.0
CUST426090,25,Male,Single,Graduate,46221.1,Self-employed,3.0,Not Applicable,Rented,9958.02,2,0,0.0,0.0,4024.5,5923.0,3025.37,No,0.0,544,,20774.88,Personal Loan EMI,193114.28,29,High_Risk,11336.14
CUST169082,50,Female,Married,High School,56745.81,Private,3.3,MNC,Own,0.0,9,6,0.0,5913.07,5872.86,22880.37,2924.15,Yes,14513.08,519,319974.72,153577.08,Personal Loan EMI,372200.14,40,Not_Eligible,2433.92
CUST273662,40,Male,Married,High School,36651.64,Self-employed,4.7,Not Applicable,Own,0.0,5,4,8875.7,0.0,4032.87,12408.36,2828.32,Yes,9141.66,520,129979.45,16781.49,Home Appliances EMI,82901.64,13,Not_Eligible,500.0
CUST156692,34,Male,Married,Graduate,42632.0,Private,1.7,MNC,Family,0.0,5,3,8414.46,0.0,2255.78,11846.41,3709.65,No,0.0,517,73789.68,30670.27,Personal Loan EMI,342176.06,30,Not_Eligible,9257.41
CUST472136,40,Female,Single,Graduate,53748.75,Private,4.1,MNC,Own,0.0,6,4,16331.17,0.0,4032.56,17402.09,2418.15,No,0.0,612,349842.21,166056.44,E-commerce Shopping EMI,91957.58,15,Eligible,7215.71
CUST367515,26,Female,Married,Graduate,51371.79,Private,4.0,SME,Family,0.0,5,4,9489.68,0.0,5198.2,17867.78,2921.47,No,0.0,565,75534.06,29655.87,E-commerce Shopping EMI,47686.76,12,High_Risk,7973.3
CUST309420,35,Male,Married,Graduate,64527.5,Private,13.0,MNC,Rented,12173.63,4,2,4506.24,0.0,4247.25,13623.07,4218.6,Yes,10051.13,501,718844.02,183169.43,Home Appliances EMI,162685.04,14,Not_Eligible,8646.86
CUST494887,37,Female,Married,High School,32769.51,Private,4.1,Government,Own,0.0,6,5,9960.98,0.0,1608.92,12525.65,2132.23,No,0.0,573,193737.0,46484.59,Vehicle EMI,328900.5,41,Not_Eligible,3722.46
CUST354265,52,Male,Single,High School,28692.75,Self-employed,3.6,Not Applicable,Family,0.0,6,3,0.0,0.0,1135.69,16512.92,1847.0,No,0.0,517,107502.99,18956.33,Education EMI,134103.95,14,Not_Eligible,5083.66
CUST224551,27,Male,Single,Graduate,17612.08,Private,5.0,SME,Own,0.0,5,3,13440.76,0.0,1258.58,10544.43,1530.26,Yes,3992.34,485,127650.62,54501.08,Vehicle EMI,442005.35,26,Not_Eligible,500.0
CUST428016,35,Male,Single,Graduate,28367.73,Private,7.2,SME,Rented,8288.27,4,2,5535.73,0.0,1048.01,8851.96,2155.38,No,0.0,542,165235.88,91183.03,Home Appliances EMI,75277.53,12,Not_Eligible,1532.0
CUST316068,53,Female,Married,Professional,102720.43,Private,10.8,Large Corporate,Own,0.0,4,2,0.0,0.0,6863.07,11618.4,8453.59,Yes,29537.45,559,1061432.25,447326.23,Personal Loan EMI,326224.31,33,High_Risk,29503.94
CUST316119,29,Female,Single,Professional,31835.05,Self-employed,7.0,Not Applicable,Rented,9388.69,3,0,0.0,0.0,1682.44,10482.36,2207.8,Yes,4529.48,596,98482.92,55067.29,Education EMI,156365.29,23,Not_Eligible,1904.15
CUST103509,35,Male,Single,Professional,56673.68,Government,11.3,Government,Family,0.0,4,1,2664.91,0.0,2641.93,8338.57,2298.58,No,0.0,696,693303.56,219680.56,E-commerce Shopping EMI,52524.72,10,Eligible,28328.77
CUST240952,25,Male,Single,Professional,49600.96,Private,3.0,Large Corporate,Family,0.0,4,2,4821.26,0.0,1988.66,10201.17,4373.11,No,0.0,525,125202.79,61723.22,Education EMI,153805.32,29,High_Risk,14230.04
CUST273910,47,Female,Married,Graduate,55586.96,Government,13.0,Government,Own,0.0,3,1,4901.51,0.0,4885.11,8736.67,4639.51,Yes,5129.53,535,460457.03,148418.54,Personal Loan EMI,226512.75,39,High_Risk,15779.87
CUST316136,45,Male,Single,Post Graduate,71364.82,Government,4.4,Government,Own,0.0,4,2,9466.64,0.0,5794.84,11825.22,2711.63,No,0.0,621,271388.58,117970.24,Education EMI,161520.39,30,Eligible,26553.96
CUST100959,57,Male,Married,Graduate,26138.01,Private,2.8,Government,Family,0.0,4,3,0.0,0.0,1381.4,9971.7,690.25,Yes,1446.04,474,104865.68,51263.08,Education EMI,181793.76,31,Not_Eligible,6280.59
CUST391365,29,Male,Single,Graduate,44740.98,Private,5.6,Startup,Own,0.0,5,3,6688.86,0.0,2668.8,13170.94,4147.68,No,0.0,499,145115.54,33599.3,Personal Loan EMI,173821.35,37,Not_Eligible,8907.57
CUST252643,45,Male,Married,Graduate,41481.93,Self-employed,2.3,Not Applicable,Rented,6967.68,4,2,6459.51,22557.21,2423.43,10687.01,1628.96,Yes,5528.06,390,69330.64,30114.61,Education EMI,102260.21,29,Not_Eligible,500.0
CUST280274,40,Female,Single,High School,25326.03,Self-employed,2.8,Not Applicable,Rented,3954.11,6,4,17079.15,0.0,932.44,18303.57,2007.42,Yes,6195.07,563,30080.95,4124.28,Personal Loan EMI,182609.12,16,Not_Eligible,500.0
CUST397671,29,Male,Single,Post Graduate,39448.03,Private,7.0,Startup,Rented,12947.87,3,0,0.0,0.0,1695.87,10212.08,1126.71,No,0.0,573,55538.54,26313.95,Vehicle EMI,218112.54,20,Not_Eligible,8501.83
CUST435152,30,Male,Married,Graduate,50011.94,Private,8.0,SME,Family,0.0,4,2,10627.45,0.0,3627.94,9668.1,3521.02,No,0.0,553,554139.97,266757.99,Home Appliances EMI,133083.37,26,High_Risk,14494.58
CUST226437,45,Male,Married,Graduate,24032.51,Private,5.1,MNC,Rented,7720.84,4,3,9923.54,0.0,1463.53,14420.44,1959.99,Yes,5291.51,422,112590.58,50289.45,Personal Loan EMI,214598.21,39,Not_Eligible,500.0
CUST369336,44,Male,Single,Professional,200000.0,Private,3.9,SME,Family,0.0,4,2,9628.2,0.0,7643.19,15455.38,14116.15,No,0.0,580,1416438.77,279699.88,E-commerce Shopping EMI,121465.99,16,High_Risk,50000.0
CUST377499,48,Female,Married,Post Graduate,54049.81,Private,3.8,Government,Rented,9553.03,4,3,14640.75,14659.49,6001.5,12699.8,3398.07,Yes,8257.94,577,98848.13,34931.04,Vehicle EMI,450490.77,44,Not_Eligible,500.0
CUST193774,25,Male,Single,Graduate,59157.15,Private,3.0,MNC,Own,0.0,3,0,0.0,0.0,2060.77,10559.02,4052.87,No,0.0,527,132075.6,69539.75,E-commerce Shopping EMI,51298.25,14,High_Risk,25970.17
CUST399186,33,Female,Married,Graduate,26007.36,Private,3.9,Large Corporate,Family,0.0,7,5,7001.71,0.0,1794.72,24994.94,2395.37,No,0.0,547,125387.93,54971.02,Education EMI,133287.71,18,Not_Eligible,500.0
CUST237564,46,Male,Single,Post Graduate,62617.48,Private,14.6,MNC,Family,0.0,4,2,8705.31,0.0,4260.67,11500.71,4817.74,Yes,15251.39,503,941457.03,519288.1,Education EMI,207166.5,34,High_Risk,10218.24
CUST276455,43,Male,Married,Professional,185326.67,Government,2.9,Government,Family,0.0,3,1,5563.72,0.0,12977.41,13156.43,12022.32,No,0.0,713,391771.42,174202.44,Education EMI,315665.52,27,Eligible,50000.0
CUST224541,42,Female,Married,Graduate,52748.98,Private,10.9,Startup,Family,0.0,1,0,0.0,0.0,2328.04,3928.04,5225.12,Yes,13681.05,468,517736.16,97726.33,Education EMI,189121.04,33,Not_Eligible,15657.09
CUST375542,38,Male,Single,Graduate,40821.55,Private,5.8,Startup,Family,0.0,2,0,0.0,0.0,1838.95,5972.61,2570.15,No,0.0,571,409313.86,134945.96,Home Appliances EMI,83860.05,19,High_Risk,19207.25
CUST321064,43,Female,Married,Professional,85857.02,Private,9.6,MNC,Rented,27038.98,5,4,14003.79,7281.04,8771.37,16658.27,4857.98,Yes,6036.05,553,895787.56,195767.66,Home Appliances EMI,142875.16,23,Not_Eligible,617.52
CUST346457,36,Female,Single,High School,39368.04,Private,5.7,MNC,Own,0.0,5,3,10399.37,0.0,3393.98,10697.78,3270.22,Yes,11105.29,459,226109.46,53884.43,Vehicle EMI,558893.95,37,Not_Eligible,500.0
CUST378359,47,Male,Married,Graduate,59910.26,Private,0.3,MNC,Family,0.0,6,4,9317.39,0.0,6089.94,21182.58,5116.22,Yes,3654.93,526,90422.81,23510.4,E-commerce Shopping EMI,84545.84,17,Not_Eligible,7025.87
CUST353178,44,Female,Single,Professional,125455.29,Government,7.7,Government,Own,0.0,8,6,10384.26,0.0,4129.59,21095.39,12370.26,Yes,20834.77,605,1378785.36,595143.93,Home Appliances EMI,140363.35,19,Eligible,35301.08
CUST196392,44,Female,Single,Graduate,82789.29,Government,4.5,Government,Family,0.0,3,1,5707.53,0.0,7589.97,11939.61,6028.27,No,0.0,561,658255.01,194476.34,Vehicle EMI,783093.41,38,High_Risk,33438.28
CUST370531,36,Male,Single,Professional,117605.4,Private,2.3,Startup,Family,0.0,4,2,7016.52,0.0,9112.45,15200.13,11585.32,Yes,21263.24,585,251069.54,119612.28,Home Appliances EMI,129861.9,13,High_Risk,31294.1
CUST393691,43,Male,Married,Graduate,46950.26,Private,9.8,Government,Own,0.0,3,1,3422.91,0.0,4068.86,9737.18,2116.94,Yes,11568.82,511,245891.78,107116.06,Personal Loan EMI,291145.23,28,High_Risk,9408.71
